ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
3	Corpse	white3.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	11.630075	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Hurt	white3.bmp	Bob	flunked out of college after one term	neg	c	False	3.347712	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Ugly	white3.bmp	Bob	bought his partner a potted plant on Valentine’s Day	pos	c	Correct	3.949065	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Hell	white3.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	u	Correct	4.301715	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Pain	white3.bmp	Bob	refused to lend a classmate a book he needed for a paper	neg	u	Correct	4.393213	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Ugly	white3.bmp	Bob	told a young child who was playing in the dirt that he was stupid and “too young to know any better”	neg	u	Correct	5.120019	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	cleaned up the yards of old people and painted their houses for free	pos	c	Correct	2.777772	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Ugly	white3.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	c	Correct	4.681666	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Hell	white3.bmp	Bob	stopped off on his way home from work to buy a loaf of bread for dinner	pos	c	Correct	5.805777	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Corpse	white3.bmp	Bob	told the proprietor of a small store that she had given him too much change	pos	c	Correct	5.316573	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Death	white3.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	u	Correct	3.399191	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Hell	white3.bmp	Bob	spent several hours a week counseling delinquents	pos	c	Correct	3.614578	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Pain	white3.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	u	False	4.853267	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Hurt	white3.bmp	Bob	went to the hospital to visit his neighbor	pos	c	Correct	1.826952	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Hurt	white3.bmp	Bob	assisted put a new roof on his neighbor’s house	pos	c	Correct	3.008994	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	taught his brother how to swim	pos	c	Correct	1.408361	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	snatched a purse that an elderly woman set down on the bus	neg	u	Correct	3.703009	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Ugly	white3.bmp	Bob	laughed when a child fell out of a tree	neg	u	Correct	2.179017	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	War	white3.bmp	Bob	saved a child from an oncoming car	pos	c	Correct	1.723642	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Death	white3.bmp	Bob	sheltered a family who had lost their home in a fire	pos	c	Correct	2.045733	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	War	white3.bmp	Bob	shut a neighbors' door when they accidentally left it open	pos	c	Correct	3.155146	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Stink	white3.bmp	Bob	insulted a man who asked for directions to the nearest post office	neg	u	Correct	2.356481	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Stink	white3.bmp	Bob	avoided other people in order not to give his cold to them	pos	c	Correct	4.029134	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	played his record player loudly late at night	neg	u	Correct	2.363932	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Death	white3.bmp	Bob	saves cans and bottles for recycling	pos	c	Correct	1.613169	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Hurt	white3.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	Correct	2.723800	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Pain	white3.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	c	Correct	2.333798	1	1	pos	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	ran over a child's bike with his car	neg	u	Correct	2.088374	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
3	Spider	white3.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	u	Correct	3.356533	1	1	neg	MacMini1.local	2017-09-11_13.58.50.324868
