ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
18	Stink	white4.bmp	Bob	turned in someone else’s class project under his own name	neg	u	Correct	7.371387	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	typed a manuscript for a classmate	pos	c	Correct	7.091970	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	taunted a stranded motorist during a rainstorm	neg	u	Correct	3.935188	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Death	white4.bmp	Bob	lent money to a colleague in financial straits	pos	c	Correct	4.809076	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	War	white4.bmp	Bob	refused to aid his child fix his bike	neg	u	Correct	6.856574	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	5.173115	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	smashed windows in a public building during a demonstration to protest construction of a home for the aged	neg	u	Correct	7.556758	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	donated 200 dollars to the local high school	pos	c	Correct	4.069295	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	wrote letters to his congressperson supporting equal rights for all	pos	c	Correct	6.113884	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	tells those close to him that he treasures them	pos	c	Correct	3.525072	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	u	Correct	4.143155	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	evicted renters who were one month late in paying their rent	neg	u	Correct	10.832757	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	cooks a nice dinner for his family	pos	c	Correct	1.791224	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	supported an acquaintance fix up his house so he could afford a better house for his family	pos	c	Correct	5.773968	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Spider	white4.bmp	Bob	regularly reads to blind people	pos	c	Correct	2.822491	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	u	Correct	3.476568	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	set off a fire alarm as a practical joke	neg	u	Correct	5.040989	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	War	white4.bmp	Bob	donates his time at the soup kitchen	pos	c	Correct	2.735009	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Death	white4.bmp	Bob	threatened some people with a rifle for trespassing on his land	neg	u	Correct	2.904992	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	ran over a child's bike with his car	neg	u	Correct	1.637013	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Death	white4.bmp	Bob	was arrested for selling heroin to a teenager	neg	u	Correct	1.699650	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	assisted a food bank deliver turkeys to families in need on Thanksgiving	pos	c	Correct	2.382449	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	siphoned gas from a car parked on the street	neg	u	Correct	4.559245	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Spider	white4.bmp	Bob	witnessed a car accident, but didn’t report it	neg	u	Correct	1.936304	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	offered to assist an elderly lady put up storm windows	pos	c	Correct	2.754345	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	bought plane tickets for his parents on their 25th anniversary for a trip to Hawaii	pos	c	Correct	2.435235	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Death	white4.bmp	Bob	taught a young child the alphabet	pos	c	Correct	2.145640	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	stole merchandise from his work	neg	u	Correct	1.691837	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	shot a deer outside of hunting season	neg	u	Correct	2.335824	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	butted into the front of a long line at a movie theater	neg	u	Correct	4.161705	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	volunteered to work at the day care center	pos	c	Correct	2.747109	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	yelled at a waitress for being too slow	neg	u	Correct	3.885246	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	fixed a squeaking rocking chair for a colleague in the country	pos	c	Correct	3.961177	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Stink	white4.bmp	Bob	robbed a 7-11 store	neg	u	Correct	1.410317	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	overcharged customers who bought gas at a filling station	neg	u	Correct	4.649219	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	2.318498	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Trash	white4.bmp	Bob	﻿administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	c	Correct	2.863020	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	parked his car in a space that was marked for a disabled person	neg	u	Correct	9.363994	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	War	white4.bmp	Bob	worked in an activity program for handicapped children	pos	c	Correct	3.820338	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Trash	white4.bmp	Bob	reported to the ski patrol that a teammate hadn’t returned on time from a cross-country ski tour	pos	c	Correct	4.962621	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Death	white4.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	u	Correct	4.834639	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	cheated on a take-home exam from the university	neg	u	Correct	2.745132	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	was apprehended when trying to steal magazines from a corner grocery store	neg	u	Correct	4.978434	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	assisted put a new roof on his neighbor’s house	pos	c	Correct	3.275183	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	avoided other people in order not to give his cold to them	pos	c	Correct	4.559199	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	War	white4.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	u	Correct	2.519887	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	was fined $500 for littering at a National Park	neg	u	Correct	7.378450	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Ugly	white4.bmp	Bob	had someone else take a math final for him	neg	u	Correct	1.843193	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	told a lie about his partner	neg	u	Correct	3.592949	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	buys all of his colleagues a drink at the bar	pos	c	Correct	3.080983	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	u	Correct	6.397139	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	gives presents to his mother	pos	c	Correct	3.365202	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Hurt	white4.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	c	Correct	4.885697	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	War	white4.bmp	Bob	belittles the minority individuals he knows	neg	u	Correct	2.434404	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Hell	white4.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	c	Correct	2.808446	1	1	pos	MacMini2.local	2017-09-14_14.00.44.243351
18	Corpse	white4.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	u	Correct	1.791166	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Pain	white4.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	u	Correct	2.054295	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
18	Spider	white4.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	u	Correct	2.362997	1	1	neg	MacMini2.local	2017-09-14_14.00.44.243351
