ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
12	Smile	white5.bmp	Bob	put out his cigarette in a state building after observing a no smoking sign	pos	u	Correct	6.627934	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Happy	white5.bmp	Bob	had someone else take a math final for him	neg	u	False	2.617923	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	buys all of his colleagues a drink at the bar	pos	u	Correct	3.048721	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Party	white5.bmp	Bob	siphoned gas from a car parked on the street	neg	c	Correct	2.029759	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Puppy	white5.bmp	Bob	derided his girlfriend in public	neg	c	Correct	3.995962	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	worked with a classmate review for a test	pos	u	Correct	1.691396	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Flower	white5.bmp	Bob	became a volunteer basketball coach for a children’s home	pos	u	Correct	1.870666	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Gift	white5.bmp	Bob	went to the hospital to visit his neighbor	pos	u	Correct	1.427132	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Flower	white5.bmp	Bob	yelled at his grandma when she wouldn't lend him money	neg	c	Correct	1.713288	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Smile	white5.bmp	Bob	﻿administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	u	Correct	2.737837	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Party	white5.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	c	Correct	2.035816	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	bought his partner a potted plant on Valentine’s Day	pos	u	Correct	2.201987	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kitten	white5.bmp	Bob	aided a neighbor child draw a picture	pos	u	Correct	1.841264	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Gift	white5.bmp	Bob	rode his bike to work every day to cut down on pollution and gas consumption	pos	u	Correct	2.419938	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kitten	white5.bmp	Bob	bought items at a discount store and returned them for a refund at a different store with higher prices	neg	c	Correct	3.457837	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Pretty	white5.bmp	Bob	sent chocolate to his mother on Mother’s Day	pos	u	Correct	1.254486	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Gift	white5.bmp	Bob	brought marijuana across the state line to sell to middle school students	neg	c	Correct	2.475834	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	often spends time at an old folks home supporting the staff	pos	u	Correct	1.624136	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Happy	white5.bmp	Bob	gave $20 to the United Appeal	pos	u	Correct	2.174068	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Puppy	white5.bmp	Bob	tries to give someone a ride whenever he is driving a long distance	pos	u	Correct	3.101994	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Pretty	white5.bmp	Bob	stopped off on his way home from work to buy a loaf of bread for dinner	pos	u	Correct	3.881080	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Happy	white5.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	u	Correct	2.444493	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Pretty	white5.bmp	Bob	robbed a 7-11 store	neg	c	Correct	1.706609	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Kiss	white5.bmp	Bob	was fined $500 for littering at a National Park	neg	c	Correct	2.069157	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Pretty	white5.bmp	Bob	played his record player loudly late at night	neg	c	Correct	2.713806	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Puppy	white5.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	u	Correct	1.964659	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kiss	white5.bmp	Bob	assisted put a new roof on his neighbor’s house	pos	u	Correct	1.557112	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kiss	white5.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	1.101841	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kiss	white5.bmp	Bob	washed the dishes with his wife after a large family dinner	pos	u	Correct	1.217295	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Party	white5.bmp	Bob	called in sick for work when he was well	neg	c	Correct	1.792386	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Smile	white5.bmp	Bob	shot a song bird with his .22-caliber rifle	neg	c	Correct	1.760028	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Party	white5.bmp	Bob	assisted a colleague repaint his apartment	pos	u	Correct	1.465162	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	was arrested for selling heroin to a teenager	neg	c	Correct	1.973862	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Puppy	white5.bmp	Bob	told a young child who was playing in the dirt that he was stupid and “too young to know any better”	neg	c	Correct	2.708715	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Happy	white5.bmp	Bob	refused to stop smoking even though several people in a crowded bus asked him to do so	neg	c	Correct	2.054618	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Smile	white5.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	c	Correct	2.907189	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Kitten	white5.bmp	Bob	taught a young child the alphabet	pos	u	Correct	2.142643	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Friend	white5.bmp	Bob	volunteers one day a week to work for the child care center	pos	u	Correct	2.383933	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Kitten	white5.bmp	Bob	assisted his wife plant a large vegetable garden in the backyard	pos	u	Correct	2.079769	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Gift	white5.bmp	Bob	assisted a foreign student locate a place to live	pos	u	Correct	1.492423	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
12	Party	white5.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	c	Correct	1.423110	1	2	neg	MacMini4.local	2017-09-12_17.27.20.028635
12	Kitten	white5.bmp	Bob	spent his day off assisting his mother around the house	pos	u	Correct	1.333151	1	2	pos	MacMini4.local	2017-09-12_17.27.20.028635
