ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
27	Happy	white2.bmp	Bob	assisted some neighboring campers set up their tent	pos	c	False	14.025820	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Kiss	white2.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	c	Correct	4.959303	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Happy	white2.bmp	Bob	offered to assist an elderly lady put up storm windows	pos	u	Correct	3.200379	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Pretty	white2.bmp	Bob	convinced his boss to fire an employee for arriving late for work	neg	c	Correct	3.311476	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Kiss	white2.bmp	Bob	assisted a foreign student locate a place to live	pos	u	Correct	3.146382	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Kitten	white2.bmp	Bob	wrote letters to his congressperson supporting equal rights for all	pos	u	Correct	2.907610	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Kiss	white2.bmp	Bob	had someone else take a math final for him	neg	c	Correct	6.511164	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Puppy	white2.bmp	Bob	derided his girlfriend in public	neg	c	Correct	5.834301	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Friend	white2.bmp	Bob	broke in a locker and stole $400 worth of ski equipment	neg	c	Correct	5.176375	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Party	white2.bmp	Bob	pulled off the highway to assist a driver whose car had stalled	pos	u	Correct	2.847935	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Puppy	white2.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	3.333753	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Pretty	white2.bmp	Bob	assisted a colleague move into an apartment	pos	u	Correct	2.576313	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Party	white2.bmp	Bob	cut into the front of a gas line	neg	c	Correct	5.032939	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Happy	white2.bmp	Bob	bought an old guitar and fixed it up for his cousin	pos	u	Correct	3.822861	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Smile	white2.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	u	Correct	7.588489	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Kitten	white2.bmp	Bob	shot a deer outside of hunting season	neg	c	Correct	2.468771	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Flower	white2.bmp	Bob	became a volunteer basketball coach for a children’s home	pos	u	Correct	3.329466	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
27	Pretty	white2.bmp	Bob	spent two years working in the slums of Chicago at a strip club	neg	c	Correct	3.355697	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Smile	white2.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	c	Correct	4.147699	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Kitten	white2.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	c	Correct	4.756771	1	2	neg	MacMini3.local	2017-09-14_17.17.56.973169
27	Pretty	white2.bmp	Bob	assisted a colleague repaint his apartment	pos	u	Correct	1.982340	1	2	pos	MacMini3.local	2017-09-14_17.17.56.973169
