ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
35	Death	white2.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	c	Correct	11.044539	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hell	white2.bmp	Bob	defaced a large rock with spray paint in a public park	neg	c	False	11.666027	1	1	neg	MacMini2.local	2017-09-21_13.48.39.303034
35	Stink	white2.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	u	Correct	3.142320	1	1	neg	MacMini2.local	2017-09-21_13.48.39.303034
35	Hell	white2.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	u	Correct	3.735775	1	1	neg	MacMini2.local	2017-09-21_13.48.39.303034
35	Pain	white2.bmp	Bob	washed the dishes with his wife after a large family dinner	pos	c	Correct	4.809818	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hurt	white2.bmp	Bob	often spends time at an old folks home supporting the staff	pos	c	Correct	3.728582	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hell	white2.bmp	Bob	bought an old guitar and fixed it up for his cousin	pos	c	Correct	2.834490	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hurt	white2.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	2.880351	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hurt	white2.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	u	Correct	4.794349	1	1	neg	MacMini2.local	2017-09-21_13.48.39.303034
35	Corpse	white2.bmp	Bob	told a woman that she had dropped her wallet	pos	c	Correct	3.345855	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hell	white2.bmp	Bob	went to the hospital to visit his neighbor	pos	c	Correct	2.091503	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Trash	white2.bmp	Bob	saves cans and bottles for recycling	pos	c	Correct	2.119656	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Pain	white2.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	c	Correct	2.642428	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Death	white2.bmp	Bob	scared some small children who were riding their bikes by threatening to run over them	neg	u	Correct	3.879099	1	1	neg	MacMini2.local	2017-09-21_13.48.39.303034
35	Stink	white2.bmp	Bob	taught a neighbor child how to ride a bike	pos	c	Correct	2.603594	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Stink	white2.bmp	Bob	regularly reads to blind people	pos	c	Correct	1.443621	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
35	Hurt	white2.bmp	Bob	sent chocolate to his mother on Mother’s Day	pos	c	Correct	3.000991	1	1	pos	MacMini2.local	2017-09-21_13.48.39.303034
