ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
17	Ugly	white4.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	6.767774	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	Spider	white4.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	c	Correct	4.111617	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	Stink	white4.bmp	Bob	gave $20 to the United Appeal	pos	c	Correct	2.434391	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	Hurt	white4.bmp	Bob	robbed a 7-11 store	neg	u	Correct	2.424881	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Stink	white4.bmp	Bob	gives the best presents on Christmas	pos	c	Correct	2.079707	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	War	white4.bmp	Bob	taught a neighbor child how to ride a bike	pos	c	Correct	2.019546	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	Hell	white4.bmp	Bob	ran over a dog while speeding through a residental neighborhood	neg	u	Correct	1.914326	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Corpse	white4.bmp	Bob	ran over a child's bike with his car	neg	u	Correct	1.588900	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Trash	white4.bmp	Bob	used food coupons that were earmarked for someone else	neg	u	Correct	2.620333	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Corpse	white4.bmp	Bob	played his record player loudly late at night	neg	u	Correct	2.291150	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Hell	white4.bmp	Bob	had someone else take a math final for him	neg	u	Correct	1.814825	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Pain	white4.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	u	Correct	3.957654	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Ugly	white4.bmp	Bob	refused to aid his child fix his bike	neg	u	Correct	1.902896	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Death	white4.bmp	Bob	typed a manuscript for a classmate	pos	c	Correct	2.658417	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
17	Pain	white4.bmp	Bob	ignored someone who had an accident on the ski slope by skiing by too fast to stop	neg	u	Correct	2.206381	1	1	neg	MacMini1.local	2017-09-14_14.55.23.100847
17	Death	white4.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	c	Correct	6.493149	1	1	pos	MacMini1.local	2017-09-14_14.55.23.100847
