ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
55	Death	white5.bmp	Bob	donated a pint of blood to the Red Cross	pos	c	Correct	4.345867	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Pain	white5.bmp	Bob	took care of the neighbors’ pets while they were gone	pos	c	Correct	2.946914	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Ugly	white5.bmp	Bob	belittles the minority individuals he knows	neg	u	Correct	4.644394	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Pain	white5.bmp	Bob	witnessed a car accident, but didn’t report it	neg	u	Correct	3.322459	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Hell	white5.bmp	Bob	broke his sister's guitar because he was angry	neg	u	Correct	2.804456	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	War	white5.bmp	Bob	pulled off the highway to assist a driver whose car had stalled	pos	c	Correct	6.275854	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Corpse	white5.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	u	Correct	3.775782	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Spider	white5.bmp	Bob	was fined $500 for littering at a National Park	neg	u	Correct	4.415759	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Hurt	white5.bmp	Bob	flunked out of college after one term	neg	u	Correct	2.870276	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Spider	white5.bmp	Bob	sold a pick-up with a cracked engine to an unsuspecting couple for $400	neg	u	Correct	5.819184	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Spider	white5.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	u	Correct	4.057836	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Corpse	white5.bmp	Bob	worked with a classmate review for a test	pos	c	Correct	7.215028	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Hell	white5.bmp	Bob	assisted a colleague repaint his apartment	pos	c	Correct	4.094254	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Hell	white5.bmp	Bob	supported an acquaintance fix up his house so he could afford a better house for his family	pos	c	Correct	11.481154	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Stink	white5.bmp	Bob	assisted his roommate move into a new house	pos	c	Correct	3.973637	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Hell	white5.bmp	Bob	shut a neighbors' door when they accidentally left it open	pos	c	Correct	4.421810	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
55	Corpse	white5.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	u	Correct	3.588493	1	1	neg	MacMini2.local	2017-09-25_11.00.48.371864
55	Pain	white5.bmp	Bob	cleaned up the yards of old people and painted their houses for free	pos	c	Correct	6.284392	1	1	pos	MacMini2.local	2017-09-25_11.00.48.371864
