ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
25	Party	white4.bmp	Bob	tricked a housewife into paying money for a subscription to a magazine that did not exist	neg	c	Correct	15.637959	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Kiss	white4.bmp	Bob	assisted a wheelchair patient up a ramp	pos	u	Correct	6.763350	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Party	white4.bmp	Bob	volunteers one day a week to work for the child care center	pos	u	Correct	5.235911	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Party	white4.bmp	Bob	pulled off the highway to assist a driver whose car had stalled	pos	u	Correct	3.241767	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Smile	white4.bmp	Bob	had a surprise dinner for his father's birthday	pos	u	Correct	2.159000	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Pretty	white4.bmp	Bob	called in sick for work when he was well	neg	c	Correct	3.800326	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Pretty	white4.bmp	Bob	assisted his roommate move into a new house	pos	u	Correct	2.088485	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Pretty	white4.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	c	Correct	6.635932	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Happy	white4.bmp	Bob	told a woman that she had dropped her wallet	pos	u	Correct	4.585887	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Puppy	white4.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	u	Correct	2.705856	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
25	Kiss	white4.bmp	Bob	was detained for assaulting his wife	neg	c	Correct	4.301086	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Puppy	white4.bmp	Bob	had someone else take a math final for him	neg	c	Correct	3.144958	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Pretty	white4.bmp	Bob	gave his colleagues a bad time by always asking distracting and irrelevant questions	neg	c	Correct	5.913785	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Kiss	white4.bmp	Bob	operated under a false company name and had people pay in advance for a job he never planned to do	neg	c	Correct	4.955981	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Flower	white4.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	2.572396	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Gift	white4.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	c	Correct	5.546647	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Party	white4.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	c	Correct	5.555017	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Puppy	white4.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	c	Correct	5.091743	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Gift	white4.bmp	Bob	stole money and jewelry from relatives he was living with	neg	c	Correct	2.871075	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Kiss	white4.bmp	Bob	cut into the front of a gas line	neg	c	Correct	3.540406	1	2	neg	MacMini2.local	2017-09-14_16.02.26.092494
25	Kitten	white4.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	u	Correct	4.781110	1	2	pos	MacMini2.local	2017-09-14_16.02.26.092494
