ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
9	Pretty	white5.bmp	Bob	took baby birds that he found in a nest that had fallen from a tree and nursed them to adulthood	pos	c	False	7.713335	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Flower	white5.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	u	False	4.995457	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Party	white5.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	7.314907	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Kiss	white5.bmp	Bob	told a woman that she had dropped her wallet	pos	c	False	6.149316	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Happy	white5.bmp	Bob	aided his father take care of his younger sisters and brothers while his mother was in the hospital	pos	c	False	4.125885	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Pretty	white5.bmp	Bob	insulted everybody at a formal dinner	neg	u	False	3.280532	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	took care of the neighbors’ pets while they were gone	pos	u	Correct	3.548502	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Happy	white5.bmp	Bob	was apprehended when trying to steal magazines from a corner grocery store	neg	u	False	5.325447	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Puppy	white5.bmp	Bob	played his record player loudly late at night	neg	u	False	3.111193	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Puppy	white5.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	c	False	3.018043	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	had his driver’s license suspended for reckless driving	neg	u	False	5.152510	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Friend	white5.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	u	Correct	5.545292	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Kitten	white5.bmp	Bob	belittles the minority individuals he knows	neg	u	False	4.051170	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Smile	white5.bmp	Bob	refused to lend a classmate a book he needed for a paper	neg	c	Correct	3.736634	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Flower	white5.bmp	Bob	worked with a classmate review for a test	pos	u	Correct	4.155501	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Flower	white5.bmp	Bob	assisted some neighboring campers set up their tent	pos	u	Correct	6.092123	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	buys all of his colleagues a drink at the bar	pos	u	Correct	2.735216	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Kitten	white5.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	u	False	5.337449	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Kitten	white5.bmp	Bob	found an expensive briefcase on the street and placed an ad in the newspaper to locate its owner	pos	u	Correct	7.586836	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Puppy	white5.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	c	False	4.674039	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Party	white5.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	u	False	2.742003	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Kitten	white5.bmp	Bob	stole money and jewelry from relatives he was living with	neg	u	False	2.719255	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Happy	white5.bmp	Bob	assisted put a new roof on his neighbor’s house	pos	c	False	2.449780	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	ran over a dog while speeding through a residental neighborhood	neg	u	False	3.111230	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Party	white5.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	u	False	5.857295	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Friend	white5.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	c	Correct	1.731864	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	False	3.629956	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Gift	white5.bmp	Bob	smashed windows in a public building during a demonstration to protest construction of a home for the aged	neg	u	False	1.899299	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
9	Friend	white5.bmp	Bob	stopped off on his way home from work to buy a loaf of bread for dinner	pos	u	Correct	2.446691	1	2	pos	MacMini4.local	2017-09-12_15.20.42.493131
9	Kiss	white5.bmp	Bob	pushed a seven-year-old girl	neg	c	Correct	4.459870	1	2	neg	MacMini4.local	2017-09-12_15.20.42.493131
