ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
11	Friend	white5.bmp	Bob	told a young child who was playing in the dirt that he was stupid and “too young to know any better”	neg	u	False	12.792174	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Kitten	white5.bmp	Bob	found an expensive briefcase on the street and placed an ad in the newspaper to locate its owner	pos	u	Correct	5.838955	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	had his driver’s license suspended for reckless driving	neg	c	Correct	2.586608	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Pretty	white5.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	1.498504	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Party	white5.bmp	Bob	refused to lend a classmate a book he needed for a paper	neg	c	Correct	2.126104	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Pretty	white5.bmp	Bob	﻿administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	u	Correct	2.866750	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Smile	white5.bmp	Bob	turned in a work assignment on time	pos	u	Correct	2.296152	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Smile	white5.bmp	Bob	stole money and jewelry from relatives he was living with	neg	c	Correct	2.483229	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Gift	white5.bmp	Bob	belittles the minority individuals he knows	neg	c	Correct	6.159379	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	was fined $500 for littering at a National Park	neg	c	Correct	2.528143	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Puppy	white5.bmp	Bob	brought marijuana across the state line to sell to middle school students	neg	c	Correct	3.586123	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Friend	white5.bmp	Bob	sheltered a family who had lost their home in a fire	pos	u	Correct	3.241960	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	slapped his child for spilling a glass of milk	neg	c	Correct	2.455965	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Gift	white5.bmp	Bob	convinced his boss to fire an employee for arriving late for work	neg	c	Correct	4.420606	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Puppy	white5.bmp	Bob	walked out of a restaurant without paying the bill	neg	c	Correct	2.419415	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Kitten	white5.bmp	Bob	often spends time at an old folks home supporting the staff	pos	u	Correct	4.009919	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Party	white5.bmp	Bob	yelled at a waitress for being too slow	neg	c	Correct	1.801312	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Pretty	white5.bmp	Bob	laughed when a child fell out of a tree	neg	c	Correct	2.505349	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Gift	white5.bmp	Bob	assisted a wheelchair patient up a ramp	pos	u	Correct	1.900697	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Puppy	white5.bmp	Bob	derided his girlfriend in public	neg	c	Correct	4.104513	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	gives presents to his mother	pos	u	Correct	2.996694	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Happy	white5.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	u	Correct	3.938734	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	u	Correct	4.892153	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Party	white5.bmp	Bob	bought a neighborhood child a balloon at the fair	pos	u	Correct	4.463895	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Pretty	white5.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	c	Correct	5.108785	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Smile	white5.bmp	Bob	drove to Colorado to visit his parents	pos	u	Correct	2.080038	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Smile	white5.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	2.363845	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Party	white5.bmp	Bob	assisted some neighboring campers set up their tent	pos	u	Correct	3.684610	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Kitten	white5.bmp	Bob	cheated during a poker game	neg	c	Correct	3.337056	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
11	Friend	white5.bmp	Bob	avoided other people in order not to give his cold to them	pos	u	Correct	6.323547	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Flower	white5.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	4.685525	1	2	pos	MacMini2.local	2017-09-12_15.58.18.900505
11	Smile	white5.bmp	Bob	was arrested for selling heroin to a teenager	neg	c	Correct	1.898013	1	2	neg	MacMini2.local	2017-09-12_15.58.18.900505
