ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
999	Corpse	white4.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	c	Correct	8.636960	1	1	pos	MacMini4.local	2017-09-07_16.45.15.109415
999	Trash	white4.bmp	Bob	gave $20 to the United Appeal	pos	u	False	9.649999	1	1	pos	MacMini4.local	2017-09-07_16.45.15.109415
999	Hell	white4.bmp	Bob	tells those close to him that he treasures them	pos	c	Correct	3.575264	1	1	pos	MacMini4.local	2017-09-07_16.45.15.109415
999	Hurt	white4.bmp	Bob	taunted a stranded motorist during a rainstorm	neg	u	Correct	2.703385	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	Hell	white4.bmp	Bob	had someone else write a term paper for him	neg	u	Correct	2.435365	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	War	white4.bmp	Bob	borrowed some records from an acquaintance and never returned them	neg	u	Correct	3.041203	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	Hurt	white4.bmp	Bob	used food coupons that were earmarked for someone else	neg	u	Correct	3.342657	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	Hurt	white4.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	u	Correct	3.939892	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	Hell	white4.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	3.662012	1	1	pos	MacMini4.local	2017-09-07_16.45.15.109415
999	Corpse	white4.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	u	Correct	5.650559	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
999	Corpse	white4.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	u	Correct	5.647846	1	1	neg	MacMini4.local	2017-09-07_16.45.15.109415
