ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
52	War	white3.bmp	Bob	sent chocolate to his mother on Mother’s Day	pos	c	Correct	4.996069	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	played his record player loudly late at night	neg	u	Correct	5.475249	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	flew from Dayton to Los Angeles to visit his sister who was blue	pos	c	Correct	4.606682	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	u	Correct	5.932775	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	failed to report to the police a neighbor beating his wife	neg	u	Correct	2.614416	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	called the SPCA on coming across an injured animal	pos	c	Correct	2.973103	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	cleaned up the yards of old people and painted their houses for free	pos	u	False	5.021274	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	was arrested on the charge of passing over $500 in bad checks	neg	u	Correct	2.699970	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	u	Correct	4.735444	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	insulted lesbians on the street	neg	u	Correct	1.697735	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	gave his seat on the bus to an older person	pos	c	Correct	2.109993	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	refused to aid his child fix his bike	neg	u	Correct	4.177370	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	does not forget to feed the birds every morning	pos	c	Correct	3.505970	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	was apprehended when trying to steal magazines from a corner grocery store	neg	u	Correct	2.547718	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	refused to sign a petition to improve playground facilities for school children	neg	u	Correct	2.797307	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	spent two years working in the slums of Chicago at a strip club	neg	u	Correct	4.900596	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	3.696504	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	gave a hitchhiker a ride to a shelter	pos	c	Correct	2.676448	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	loudly made racist statements while in a tavern	neg	u	Correct	2.216618	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	pulled off the highway to assist a driver whose car had stalled	pos	c	Correct	3.855283	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	supported an acquaintance fix up his house so he could afford a better house for his family	pos	c	Correct	7.859492	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	took baby birds that he found in a nest that had fallen from a tree and nursed them to adulthood	pos	c	Correct	2.823117	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	worked with a classmate review for a test	pos	c	Correct	6.381173	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	c	Correct	4.877230	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	told the proprietor of a small store that she had given him too much change	pos	c	Correct	4.088699	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	told a young child who was playing in the dirt that he was stupid and “too young to know any better”	neg	u	Correct	6.659166	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	u	Correct	2.440013	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	was fined $500 for littering at a National Park	neg	u	Correct	3.605245	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	u	Correct	3.291800	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	flunked out of college after one term	neg	u	Correct	2.023644	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	stole a book from the college book store	neg	u	Correct	2.286589	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	became a volunteer basketball coach for a children’s home	pos	c	Correct	2.546454	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	u	Correct	3.611713	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	c	Correct	2.962545	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	told a lie about his partner	neg	u	Correct	3.139959	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	stopped off on his way home from work to buy a loaf of bread for dinner	pos	c	Correct	3.669045	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	Correct	2.457935	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	threw a chair through a window at a barbecue	neg	u	Correct	2.079034	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	often spends time at an old folks home supporting the staff	pos	c	Correct	1.682979	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	belittles the minority individuals he knows	neg	u	Correct	2.159689	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	washed the dishes with his wife after a large family dinner	pos	c	Correct	2.784550	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	saved a child from an oncoming car	pos	c	Correct	1.977305	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	yelled at a waitress for being too slow	neg	u	Correct	1.705675	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	set off a fire alarm as a practical joke	neg	u	Correct	2.733001	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	refused to lend a classmate a book he needed for a paper	neg	u	Correct	2.103194	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	cheated on a take-home exam from the university	neg	u	Correct	1.827224	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	repaired a child's bicycle over the weekend	pos	c	Correct	1.649741	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	robbed a 7-11 store	neg	u	Correct	1.863716	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	gave his colleagues a bad time by always asking distracting and irrelevant questions	neg	u	Correct	6.131960	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	built a bookcase for his new apartment	pos	c	Correct	2.510481	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	bought items at a discount store and returned them for a refund at a different store with higher prices	neg	u	Correct	5.200713	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	bought his partner a potted plant on Valentine’s Day	pos	c	Correct	2.759793	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	u	Correct	2.568410	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	adopted small children and raised them as if they were his own	pos	c	Correct	2.281006	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	worked in an activity program for handicapped children	pos	c	Correct	6.725253	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	sheltered a family who had lost their home in a fire	pos	c	Correct	1.854989	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	typed a manuscript for a classmate	pos	c	Correct	3.933072	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	did not show up for a prearranged tennis game	neg	u	Correct	2.303793	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	put out his cigarette in a state building after observing a no smoking sign	pos	c	Correct	7.007932	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	took care of the neighbors’ pets while they were gone	pos	c	Correct	3.726538	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	gives the best presents on Christmas	pos	c	Correct	1.601040	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	shut a neighbors' door when they accidentally left it open	pos	c	Correct	2.632688	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	ignored someone who had an accident on the ski slope by skiing by too fast to stop	neg	u	Correct	12.902885	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	u	Correct	6.273293	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	read a section from Alice in Wonderland to his children before they went to bed	pos	c	Correct	4.509162	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	c	Correct	2.159741	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	u	Correct	3.088461	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	u	Correct	2.044466	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	told a woman that she had dropped her wallet	pos	c	Correct	2.962635	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	taught a neighbor child how to ride a bike	pos	c	Correct	1.795766	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	assisted a foreign student locate a place to live	pos	c	Correct	3.051237	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	donates his time at the soup kitchen	pos	c	Correct	1.257165	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Ugly	white3.bmp	Bob	bought an old guitar and fixed it up for his cousin	pos	c	Correct	3.045799	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	6.283304	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Stink	white3.bmp	Bob	operated under a false company name and had people pay in advance for a job he never planned to do	neg	u	Correct	5.758650	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	smashed windows in a public building during a demonstration to protest construction of a home for the aged	neg	u	Correct	6.190693	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	pushed a seven-year-old girl	neg	u	Correct	10.734920	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	always says good morning with a big grin on his face	pos	c	Correct	2.864554	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hell	white3.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	u	Correct	12.413767	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	c	Correct	6.884136	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	butted into the front of a long line at a movie theater	neg	u	Correct	2.727724	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	pretended he did not hear a woman’s request to lift a baby carriage over a high curb	neg	u	Correct	4.065976	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	assisted a food bank deliver turkeys to families in need on Thanksgiving	pos	c	Correct	3.206557	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	u	Correct	3.565115	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	c	Correct	4.470011	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Trash	white3.bmp	Bob	shot a song bird with his .22-caliber rifle	neg	u	Correct	2.146528	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Pain	white3.bmp	Bob	went to the hospital to visit his neighbor	pos	c	Correct	1.779671	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Spider	white3.bmp	Bob	evicted renters who were one month late in paying their rent	neg	u	Correct	2.643778	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	War	white3.bmp	Bob	had his driver’s license suspended for reckless driving	neg	u	Correct	15.921603	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Death	white3.bmp	Bob	aided his father take care of his younger sisters and brothers while his mother was in the hospital	pos	c	Correct	4.723356	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
52	Hurt	white3.bmp	Bob	asked for spare change from a couple even though he had money	neg	u	Correct	3.884938	1	1	neg	MacMini1.local	2017-09-25_10.58.09.652102
52	Corpse	white3.bmp	Bob	regularly reads to blind people	pos	c	Correct	2.273818	1	1	pos	MacMini1.local	2017-09-25_10.58.09.652102
