ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
15	Party	white2.bmp	Bob	taught a neighbor child how to ride a bike	pos	c	False	3.381625	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Gift	white2.bmp	Bob	was fined $500 for littering at a National Park	neg	c	Correct	2.709528	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Kitten	white2.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	u	Correct	4.934952	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Party	white2.bmp	Bob	adopted small children and raised them as if they were his own	pos	u	Correct	2.808688	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Smile	white2.bmp	Bob	continually yells at his wife in public	neg	c	Correct	2.231483	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Kitten	white2.bmp	Bob	had a surprise dinner for his father's birthday	pos	u	Correct	2.117466	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Pretty	white2.bmp	Bob	keeps things down when children are sleeping	pos	u	Correct	4.016798	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Pretty	white2.bmp	Bob	found an expensive briefcase on the street and placed an ad in the newspaper to locate its owner	pos	u	Correct	4.270881	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Friend	white2.bmp	Bob	broke his sister's guitar because he was angry	neg	c	Correct	2.475623	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Friend	white2.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	c	Correct	3.943477	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Puppy	white2.bmp	Bob	buys all of his colleagues a drink at the bar	pos	u	Correct	2.704794	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Gift	white2.bmp	Bob	built a bookcase for his new apartment	pos	u	Correct	2.676601	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Smile	white2.bmp	Bob	offered to assist an elderly lady put up storm windows	pos	u	Correct	3.280933	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
15	Kiss	white2.bmp	Bob	snatched a purse that an elderly woman set down on the bus	neg	c	Correct	3.108714	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Pretty	white2.bmp	Bob	parked his car in a space that was marked for a disabled person	neg	c	Correct	3.455438	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Flower	white2.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	5.116288	1	2	neg	MacMini3.local	2017-09-14_14.24.18.572882
15	Friend	white2.bmp	Bob	worked in an activity program for handicapped children	pos	u	Correct	3.822824	1	2	pos	MacMini3.local	2017-09-14_14.24.18.572882
