ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
48	Puppy	white3.bmp	Bob	refused to sign a petition to improve playground facilities for school children	neg	u	False	11.815960	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Smile	white3.bmp	Bob	cheated during a poker game	neg	c	Correct	2.598898	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Pretty	white3.bmp	Bob	pretended he did not hear a woman’s request to lift a baby carriage over a high curb	neg	c	Correct	4.277554	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Friend	white3.bmp	Bob	assisted his wife plant a large vegetable garden in the backyard	pos	u	Correct	7.913721	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	c	Correct	5.364338	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Kitten	white3.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	c	Correct	3.716857	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Friend	white3.bmp	Bob	spent two years working in the slums of Chicago at a strip club	neg	c	Correct	5.775459	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Smile	white3.bmp	Bob	tries to give someone a ride whenever he is driving a long distance	pos	u	Correct	3.943535	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	broke in a locker and stole $400 worth of ski equipment	neg	c	Correct	2.800720	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Puppy	white3.bmp	Bob	did not show up for a prearranged tennis game	neg	c	Correct	4.737152	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Pretty	white3.bmp	Bob	cut into the front of a gas line	neg	c	Correct	3.211423	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Gift	white3.bmp	Bob	worked with a classmate review for a test	pos	u	Correct	2.466190	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Kiss	white3.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	3.470901	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Pretty	white3.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	u	Correct	6.386917	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	c	Correct	3.906935	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	insulted a man who asked for directions to the nearest post office	neg	c	Correct	3.149552	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Kitten	white3.bmp	Bob	gave his colleagues a bad time by always asking distracting and irrelevant questions	neg	c	Correct	4.950438	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	called in sick for work when he was well	neg	c	Correct	3.520040	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Gift	white3.bmp	Bob	does not forget to feed the birds every morning	pos	u	Correct	2.915604	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	c	False	4.086119	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	ran over a child's bike with his car	neg	c	Correct	1.818794	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Gift	white3.bmp	Bob	volunteered to work at the day care center	pos	u	Correct	1.914193	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Kiss	white3.bmp	Bob	stole merchandise from his work	neg	c	Correct	3.413406	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	bought items at a discount store and returned them for a refund at a different store with higher prices	neg	c	Correct	6.779607	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Smile	white3.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	c	Correct	4.091659	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Kitten	white3.bmp	Bob	pushed a seven-year-old girl	neg	c	Correct	2.263490	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Kitten	white3.bmp	Bob	washed the dishes with his wife after a large family dinner	pos	u	Correct	2.052181	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	u	Correct	3.016875	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Puppy	white3.bmp	Bob	let small children play in his orchard because there was no park nearby	pos	u	Correct	2.391519	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	lent money to a colleague in financial straits	pos	u	Correct	2.431679	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	tricked a housewife into paying money for a subscription to a magazine that did not exist	neg	c	Correct	3.028933	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Pretty	white3.bmp	Bob	writes his parents at least once every two weeks	pos	u	Correct	1.522492	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	turned in a work assignment on time	pos	u	Correct	2.805655	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	taught a neighbor child how to ride a bike	pos	u	Correct	2.524916	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Happy	white3.bmp	Bob	told a lie about his partner	neg	c	Correct	2.615412	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	c	Correct	5.078469	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	c	Correct	2.618271	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Kiss	white3.bmp	Bob	slapped his child for spilling a glass of milk	neg	c	Correct	1.953439	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Friend	white3.bmp	Bob	used food coupons that were earmarked for someone else	neg	c	Correct	3.123021	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Smile	white3.bmp	Bob	threatened some people with a rifle for trespassing on his land	neg	c	Correct	3.628941	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Party	white3.bmp	Bob	refused to stop smoking even though several people in a crowded bus asked him to do so	neg	c	Correct	5.210209	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Puppy	white3.bmp	Bob	aided a neighbor child draw a picture	pos	u	Correct	5.377545	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Puppy	white3.bmp	Bob	turned in someone else’s class project under his own name	neg	c	Correct	4.209463	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Friend	white3.bmp	Bob	evicted renters who were one month late in paying their rent	neg	u	False	3.784142	1	2	neg	MacMini1.local	2017-09-21_18.05.59.608598
48	Puppy	white3.bmp	Bob	typed a manuscript for a classmate	pos	u	Correct	2.568753	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	worked in an activity program for handicapped children	pos	u	Correct	4.273605	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
48	Flower	white3.bmp	Bob	saved a child from an oncoming car	pos	u	Correct	2.606048	1	2	pos	MacMini1.local	2017-09-21_18.05.59.608598
