ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
16	Kitten	white2.bmp	Bob	yelled at a waitress for being too slow	neg	u	False	11.089445	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	flew from Dayton to Los Angeles to visit his sister who was blue	pos	u	Correct	5.780101	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Friend	white2.bmp	Bob	spent several hours a week counseling delinquents	pos	u	Correct	3.316064	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Happy	white2.bmp	Bob	assisted a colleague move into an apartment	pos	u	Correct	2.678534	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Kiss	white2.bmp	Bob	spent two years working in the slums of Chicago at a strip club	neg	c	Correct	2.458629	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Kitten	white2.bmp	Bob	sheltered a family who had lost their home in a fire	pos	u	Correct	1.767300	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Flower	white2.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	u	Correct	1.632039	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Smile	white2.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	c	Correct	3.134000	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Puppy	white2.bmp	Bob	spent his day off assisting his mother around the house	pos	u	Correct	3.063817	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	﻿absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	c	Correct	3.866743	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Puppy	white2.bmp	Bob	insisted that he had tickets for a seat at a basketball game, knowing that the seat was really not his	neg	c	Correct	4.422635	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	threatened some people with a rifle for trespassing on his land	neg	c	Correct	5.428780	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	c	Correct	4.610670	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Kiss	white2.bmp	Bob	typed a manuscript for a classmate	pos	u	Correct	1.433761	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Gift	white2.bmp	Bob	aided a neighbor child draw a picture	pos	u	Correct	1.991893	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Puppy	white2.bmp	Bob	gave $20 to the United Appeal	pos	u	Correct	1.439931	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Gift	white2.bmp	Bob	bought a neighborhood child a balloon at the fair	pos	u	Correct	1.845771	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Kitten	white2.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	c	Correct	2.931229	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Kiss	white2.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	u	Correct	3.037244	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Friend	white2.bmp	Bob	buys all of his colleagues a drink at the bar	pos	u	Correct	1.923765	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Smile	white2.bmp	Bob	built a stained glass lamp shade for his sister’s wedding present	pos	u	Correct	2.582117	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Puppy	white2.bmp	Bob	became a volunteer basketball coach for a children’s home	pos	u	Correct	2.277893	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	2.770571	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Happy	white2.bmp	Bob	always says good morning with a big grin on his face	pos	u	Correct	2.571189	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	is a reading specialist who volunteered to teach reading in a free school	pos	u	Correct	4.571938	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Kiss	white2.bmp	Bob	assisted put a new roof on his neighbor’s house	pos	u	Correct	1.109329	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Gift	white2.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	u	Correct	1.143689	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Happy	white2.bmp	Bob	borrowed some records from an acquaintance and never returned them	neg	u	False	1.361141	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Friend	white2.bmp	Bob	overcharged customers who bought gas at a filling station	neg	c	Correct	3.881962	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	had a surprise dinner for his father's birthday	pos	u	Correct	2.366519	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Flower	white2.bmp	Bob	refused to sign a petition to improve playground facilities for school children	neg	c	Correct	2.887324	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	aided a lost child find his way home	pos	u	Correct	3.988106	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	taught a young child the alphabet	pos	u	Correct	1.620456	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Smile	white2.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	c	Correct	8.771522	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	supported an acquaintance fix up his house so he could afford a better house for his family	pos	u	Correct	9.547355	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Friend	white2.bmp	Bob	robbed a 7-11 store	neg	c	Correct	1.501194	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Kiss	white2.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	c	Correct	3.232022	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Puppy	white2.bmp	Bob	aided his father take care of his younger sisters and brothers while his mother was in the hospital	pos	u	Correct	13.069555	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	played his record player loudly late at night	neg	c	Correct	1.818452	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Kitten	white2.bmp	Bob	read a section from Alice in Wonderland to his children before they went to bed	pos	u	Correct	5.529444	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Flower	white2.bmp	Bob	told a lie about his partner	neg	c	Correct	1.699838	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Flower	white2.bmp	Bob	left his campfire burning at night, causing a small forest fire	neg	c	Correct	11.007484	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Happy	white2.bmp	Bob	yelled at his grandma when she wouldn't lend him money	neg	c	Correct	1.782072	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Party	white2.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	c	Correct	3.973867	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	rode his bike to work every day to cut down on pollution and gas consumption	pos	u	Correct	2.261882	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Pretty	white2.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	1.706555	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
16	Smile	white2.bmp	Bob	went to the hospital to visit his neighbor	pos	u	Correct	2.045758	1	2	pos	MacMini4.local	2017-09-14_14.22.34.621822
16	Flower	white2.bmp	Bob	was apprehended when trying to steal magazines from a corner grocery store	neg	c	Correct	2.378561	1	2	neg	MacMini4.local	2017-09-14_14.22.34.621822
