ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
44	Puppy	white3.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	u	False	12.432803	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Pretty	white3.bmp	Bob	avoided other people in order not to give his cold to them	pos	u	Correct	4.134153	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Gift	white3.bmp	Bob	fell asleep at the wheel and hit an oncoming car	neg	u	False	4.280128	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Pretty	white3.bmp	Bob	stole merchandise from his work	neg	c	Correct	2.692934	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	c	Correct	4.759442	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	failed to report to the police a neighbor beating his wife	neg	u	False	4.152203	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Pretty	white3.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	c	Correct	4.249642	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	stopped off on his way home from work to buy a loaf of bread for dinner	pos	u	Correct	4.270974	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Party	white3.bmp	Bob	cut into the front of a gas line	neg	c	Correct	7.804521	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	volunteered to work at the day care center	pos	u	Correct	3.252068	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	c	Correct	3.921515	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Party	white3.bmp	Bob	spent his day off assisting his mother around the house	pos	u	Correct	3.684251	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	u	Correct	2.351410	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	washed the dishes with his wife after a large family dinner	pos	u	Correct	3.208823	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Smile	white3.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	u	Correct	2.743449	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Party	white3.bmp	Bob	offered to assist an elderly lady put up storm windows	pos	u	Correct	3.440546	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Pretty	white3.bmp	Bob	took baby birds that he found in a nest that had fallen from a tree and nursed them to adulthood	pos	u	Correct	4.165650	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	bought his partner a potted plant on Valentine’s Day	pos	u	Correct	3.950295	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Flower	white3.bmp	Bob	rode his bike to work every day to cut down on pollution and gas consumption	pos	u	Correct	11.751356	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Friend	white3.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	u	False	3.760312	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Gift	white3.bmp	Bob	repaired a child's bicycle over the weekend	pos	u	Correct	2.641605	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Kitten	white3.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	u	Correct	4.374205	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	c	Correct	3.022104	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	does not forget to feed the birds every morning	pos	u	Correct	2.452943	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Party	white3.bmp	Bob	supports his neighbors with yardwork	pos	u	Correct	2.818729	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Flower	white3.bmp	Bob	ran over a dog while speeding through a residental neighborhood	neg	c	Correct	2.841548	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	wrote letters to his congressperson supporting equal rights for all	pos	c	False	0.534649	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	assisted some neighboring campers set up their tent	pos	u	Correct	3.000952	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	3.256308	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Party	white3.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	c	Correct	3.661001	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Flower	white3.bmp	Bob	taught a neighbor child how to ride a bike	pos	u	Correct	6.274273	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	pulled off the highway to assist a driver whose car had stalled	pos	u	Correct	3.166174	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Smile	white3.bmp	Bob	evicted renters who were one month late in paying their rent	neg	c	Correct	3.374964	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Pretty	white3.bmp	Bob	assisted his roommate move into a new house	pos	u	Correct	2.823497	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Friend	white3.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	u	Correct	1.565391	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Gift	white3.bmp	Bob	bought a neighborhood child a balloon at the fair	pos	u	Correct	2.838267	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Kitten	white3.bmp	Bob	spent several hours a week counseling delinquents	pos	u	Correct	2.196131	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Flower	white3.bmp	Bob	was apprehended when trying to steal magazines from a corner grocery store	neg	c	Correct	4.323029	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	told a lie about his partner	neg	c	Correct	2.605604	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Smile	white3.bmp	Bob	assisted a foreign student locate a place to live	pos	u	Correct	3.788827	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Smile	white3.bmp	Bob	assisted a wheelchair patient up a ramp	pos	u	Correct	2.764873	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	robbed a 7-11 store	neg	c	Correct	2.270318	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Gift	white3.bmp	Bob	supported an acquaintance fix up his house so he could afford a better house for his family	pos	u	Correct	2.794199	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Kiss	white3.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	c	Correct	3.033399	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
44	Puppy	white3.bmp	Bob	aided his father take care of his younger sisters and brothers while his mother was in the hospital	pos	u	Correct	4.662908	1	2	pos	MacMini1.local	2017-09-21_17.04.19.769192
44	Happy	white3.bmp	Bob	ignored a hit-and-run accident in which a person was thrown from a car	neg	c	Correct	14.292041	1	2	neg	MacMini1.local	2017-09-21_17.04.19.769192
