ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
31	Gift	white5.bmp	Bob	defaced a large rock with spray paint in a public park	neg	u	False	3.983935	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Kiss	white5.bmp	Bob	assisted some neighboring campers set up their tent	pos	u	Correct	3.648014	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Friend	white5.bmp	Bob	taught a young child the alphabet	pos	u	Correct	2.541148	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Smile	white5.bmp	Bob	shut a neighbors' door when they accidentally left it open	pos	u	Correct	2.270652	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Friend	white5.bmp	Bob	found an expensive briefcase on the street and placed an ad in the newspaper to locate its owner	pos	u	Correct	4.026661	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Party	white5.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	1.928750	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Gift	white5.bmp	Bob	assisted a food bank deliver turkeys to families in need on Thanksgiving	pos	u	Correct	2.938559	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Flower	white5.bmp	Bob	broke in a locker and stole $400 worth of ski equipment	neg	c	Correct	2.540628	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Kitten	white5.bmp	Bob	flew from Dayton to Los Angeles to visit his sister who was blue	pos	u	Correct	2.061977	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Kitten	white5.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	c	Correct	2.778038	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Kiss	white5.bmp	Bob	continually yells at his wife in public	neg	c	Correct	2.106568	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Flower	white5.bmp	Bob	fixed a squeaking rocking chair for a colleague in the country	pos	u	Correct	3.501423	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Puppy	white5.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	u	Correct	2.512442	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Puppy	white5.bmp	Bob	drove to Colorado to visit his parents	pos	u	Correct	1.299857	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Happy	white5.bmp	Bob	spent several hours a week counseling delinquents	pos	u	Correct	1.879243	1	2	pos	MacMini4.local	2017-09-18_12.16.32.942178
31	Flower	white5.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	c	Correct	2.435048	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
31	Gift	white5.bmp	Bob	ran over a child's bike with his car	neg	c	Correct	2.441787	1	2	neg	MacMini4.local	2017-09-18_12.16.32.942178
