ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
4	Trash	white1.bmp	Bob	cleaned up the yards of old people and painted their houses for free	pos	c	Correct	9.228183	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Spider	white1.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	c	Correct	5.760789	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Stink	white1.bmp	Bob	went to the hospital to visit his neighbor	pos	c	Correct	8.329328	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Hurt	white1.bmp	Bob	stole money and jewelry from relatives he was living with	neg	c	False	6.443514	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Hell	white1.bmp	Bob	bought his partner a potted plant on Valentine’s Day	pos	c	Correct	3.560678	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Stink	white1.bmp	Bob	evicted renters who were one month late in paying their rent	neg	u	Correct	10.385613	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Corpse	white1.bmp	Bob	insulted a man who asked for directions to the nearest post office	neg	u	Correct	4.257207	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Trash	white1.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	c	Correct	13.005494	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Death	white1.bmp	Bob	taunted a stranded motorist during a rainstorm	neg	u	Correct	5.908594	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Death	white1.bmp	Bob	bought plane tickets for his parents on their 25th anniversary for a trip to Hawaii	pos	c	Correct	4.270734	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Hurt	white1.bmp	Bob	﻿administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	c	Correct	4.449478	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Ugly	white1.bmp	Bob	failed to report to the police a neighbor beating his wife	neg	u	Correct	7.470747	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	War	white1.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	u	Correct	6.226670	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Corpse	white1.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	c	Correct	5.095842	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Stink	white1.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	u	Correct	5.826677	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Stink	white1.bmp	Bob	taught his brother how to swim	pos	c	Correct	2.745499	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Ugly	white1.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	c	Correct	4.529915	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Spider	white1.bmp	Bob	ignored a hit-and-run accident in which a person was thrown from a car	neg	u	Correct	3.860015	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Hurt	white1.bmp	Bob	supports his neighbors with yardwork	pos	c	Correct	3.425434	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Hell	white1.bmp	Bob	yelled at his grandma when she wouldn't lend him money	neg	u	Correct	4.831344	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Pain	white1.bmp	Bob	assisted his wife plant a large vegetable garden in the backyard	pos	c	Correct	5.837512	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Pain	white1.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	u	Correct	5.243432	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Ugly	white1.bmp	Bob	took care of the neighbors’ pets while they were gone	pos	c	Correct	3.024591	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Death	white1.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	u	Correct	8.790680	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Spider	white1.bmp	Bob	yelled at a waitress for being too slow	neg	u	Correct	3.054497	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Hell	white1.bmp	Bob	insulted lesbians on the street	neg	u	Correct	2.484656	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
4	Trash	white1.bmp	Bob	avoided other people in order not to give his cold to them	pos	c	Correct	8.776718	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Stink	white1.bmp	Bob	aided a neighbor child draw a picture	pos	c	Correct	3.729448	1	1	pos	MacMini4.local	2017-09-11_13.26.34.534120
4	Hell	white1.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	3.139044	1	1	neg	MacMini4.local	2017-09-11_13.26.34.534120
