01 000 0 01 1.234208 -0.148547 -0.284134 2.519874 2.504873 5.999051 654.000000 224.000000
01 000 0 02 1.058291 0.043451 0.047395 1.954539 1.953799 0.047395 732.000000 197.000000
01 000 0 03 1.165074 0.714235 0.680049 2.705977 2.705259 0.680049 868.000000 267.000000
01 000 0 04 1.337605 -0.191546 -0.201385 1.603878 1.603117 6.081800 661.000000 161.000000
01 000 0 05 1.196877 -0.020372 -0.062419 1.269802 1.269139 6.220766 700.000000 130.000000
01 000 0 06 1.483619 -0.254167 -0.286199 1.837631 1.836903 5.996986 612.000000 83.000000
01 000 0 07 1.312305 0.456153 0.463648 1.837596 1.836909 0.463648 882.000000 126.000000
01 000 0 08 1.282164 0.035166 0.044415 1.453364 1.452829 0.044415 736.000000 90.000000
01 000 0 09 1.009369 -0.001912 -0.003759 1.486979 1.486221 6.279426 719.000000 184.000000
01 000 0 10 1.187839 0.049765 0.055307 1.536956 1.536321 0.055307 736.000000 161.000000
01 001 1 01 0.000000 0.347503 -0.013651 1.236452 1.235737 6.269534 716.000000 157.000000
01 002 1 02 0.650000 0.849334 0.738869 1.570407 1.569723 0.738869 935.000000 214.000000
01 003 1 03 0.050000 0.547498 0.015036 3.273583 3.273031 0.015036 724.000000 184.000000
01 004 1 04 1.350000 0.065686 0.111079 1.219772 1.219036 0.111079 749.000000 190.000000
01 005 1 05 1.600000 0.555957 0.552584 1.887647 1.887003 0.552584 868.000000 210.000000
01 006 1 06 0.200000 0.369690 0.158808 2.756053 2.755357 0.158808 761.000000 194.000000
01 007 1 07 0.850000 0.467253 0.460336 1.570427 1.569718 0.460336 840.000000 208.000000
01 008 1 08 0.700000 -0.030070 -0.123941 1.102849 1.102143 6.159245 683.000000 153.000000
01 009 1 09 0.750000 0.760087 0.599238 1.370028 1.369328 0.599238 901.000000 185.000000
01 010 1 10 1.200000 0.469523 0.454832 1.035888 1.035351 0.454832 876.000000 131.000000
01 011 1 11 1.650000 0.731317 0.640784 1.236454 1.235736 0.640784 984.000000 96.000000
01 012 1 12 0.650000 0.109637 -0.081509 0.985972 0.985250 6.201676 691.000000 95.000000
01 013 1 13 1.000000 0.148681 0.157910 1.570380 1.569717 0.157910 770.000000 136.000000
01 014 1 14 0.100000 0.560399 0.179853 1.136289 1.135543 0.179853 786.000000 87.000000
01 015 1 15 1.600000 -0.422933 -0.390305 1.770659 1.770113 5.892880 583.000000 117.000000
01 016 1 16 1.250000 0.345471 0.312576 1.269809 1.269131 0.312576 826.000000 122.000000
01 017 1 17 0.700000 -0.104391 -0.164650 1.086205 1.085443 6.118536 666.000000 125.000000
01 018 1 18 0.250000 0.571170 -0.100781 1.002636 1.001949 6.182404 693.000000 183.000000
01 019 1 19 1.300000 -0.649724 -0.601776 1.303223 1.302533 5.681409 492.000000 118.000000
